Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Burundi,BDI,0,0,2,3,6,13,16,16,23,26,44,46,48,55,63,72,84,78,75,69,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Cameroon,CMR,0,0,4,8,12,11,23,23,32,28,44,51,60,81,81,100,91,94,91,73,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Central African Republic,CAF,1,1,0,1,3,7,22,22,27,37,32,42,48,29,51,57,85,65,72,94,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Chad,TCD,0,0,0,0,0,0,3,3,7,10,15,18,26,43,61,47,44,49,59,67,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,"Congo, Dem. Rep.",COD,0,0,1,2,5,9,5,4,6,6,6,9,9,22,36,43,47,44,36,45,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,"Congo, Rep.",COG,0,0,2,4,7,4,6,11,20,10,13,30,24,31,25,24,14,15,10,10,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Cote d'Ivoire,CIV,0,1,3,4,6,16,9,18,34,42,46,43,57,71,82,84,83,87,86,80,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Equatorial Guinea,GNQ,0,0,0,0,0,7,19,19,20,10,16,8,13,59,56,44,67,61,49,48,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Eritrea,ERI,0,0,2,3,5,17,13,42,52,61,17,28,48,53,60,50,37,41,46,39,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Eswatini,SWZ,0,0,1,2,9,15,69,70,69,65,66,84,84,86,80,87,91,83,97,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Ethiopia,ETH,0,0,0,1,1,1,9,11,26,27,26,39,61,72,74,81,73,70,87,74,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Gabon,GAB,0,0,0,1,3,3,4,16,22,20,22,29,36,46,46,55,67,62,67,71,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,"Gambia, The",GMB,0,0,0,0,0,10,11,14,39,64,59,79,99,65,63,74,63,60,56,49,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Ghana,GHA,0,0,0,0,1,3,8,27,31,23,37,50,55,44,51,48,61,67,73,75,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Guinea-Bissau,GNB,0,0,0,0,0,0,9,9,4,12,18,25,38,61,98,82,78,76,56,59,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Kenya,KEN,0,0,0,0,2,20,37,56,75,77,49,68,55,57,67,85,87,80,88,94,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Lesotho,LSO,0,0,0,0,3,6,16,30,28,51,64,87,86,82,88,89,83,78,86,84,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Liberia,LBR,0,0,0,0,0,0,0,2,14,14,21,32,34,27,28,53,64,74,89,90,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Madagascar,MDG,0,0,0,0,1,2,6,10,6,5,4,23,14,10,8,6,3,10,22,24,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Malawi,MWI,0,0,1,2,5,9,17,23,45,52,27,49,67,69,76,82,89,99,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Mali,MLI,0,0,0,0,0,2,8,12,7,25,28,39,41,24,26,30,26,26,26,21,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Mauritania,MRT,0,0,0,0,0,0,1,9,7,12,12,13,6,13,89,86,28,21,34,63,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Mauritius,MUS,24,21,29,26,29,42,46,58,79,60,80,88,100,100,100,100,100,100,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Mozambique,MOZ,0,0,0,2,4,8,16,52,52,74,24,50,78,83,92,95,89,100,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Namibia,NAM,0,0,0,1,8,38,57,74,76,65,65,71,62,78,90,98,100,100,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Niger,NER,0,0,0,0,4,2,2,5,14,23,87,66,58,58,70,47,77,51,50,43,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Nigeria,NGA,0,0,0,0,0,0,12,20,24,29,27,33,40,53,62,53,56,51,43,43,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Rwanda,RWA,0,0,0,0,33,48,60,71,74,63,61,96,84,89,95,100,92,88,89,99,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Senegal,SEN,0,0,0,0,0,1,6,11,17,29,23,28,34,49,44,56,59,57,67,72,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Sierra Leone,SLE,0,0,0,0,0,1,5,7,25,21,28,35,44,38,37,46,52,54,62,58,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Somalia,SOM,0,0,0,0,0,0,0,1,0,0,0,3,7,4,6,14,16,18,21,24,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,South Africa,ZAF,0,1,4,8,16,25,34,46,60,73,71,88,90,96,97,97,98,93,96,97,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,South Sudan,SSD,0,0,0,0,0,0,0,0,1,2,8,11,12,21,20,43,29,55,57,44,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Sudan,SDN,0,0,0,0,0,0,0,1,3,2,4,4,5,4,6,6,5,8,6,4,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Tanzania,TZA,0,0,0,1,1,15,20,57,68,78,54,70,97,95,89,85,82,92,95,92,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Togo,TGO,0,0,0,1,2,4,8,10,16,21,30,63,67,70,71,76,82,67,75,76,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Uganda,UGA,0,0,0,4,10,15,22,29,45,50,30,51,82,91,100,100,100,98,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Zambia,ZMB,0,0,0,0,13,34,46,49,70,81,67,70,73,77,82,86,85,90,90,86,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Zimbabwe,ZWE,0,0,2,9,8,12,14,22,37,44,30,52,79,79,81,81,87,90,91,91,..
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,
